"Date","Price","Open","High","Low","Vol.","Change %"
"12/15/2022","169.52","171.46","173.20","167.00","47.78M","-4.09%"
"12/14/2022","176.74","179.87","182.52","174.20","49.69M","-2.20%"
"12/13/2022","180.72","185.31","187.90","177.11","65.55M","3.06%"
"12/12/2022","175.35","170.37","175.38","167.97","45.48M","3.14%"
"12/09/2022","170.01","171.60","175.83","169.75","46.53M","-0.98%"
"12/08/2022","171.69","162.73","171.79","159.59","51.31M","6.51%"
"12/07/2022","161.20","157.72","161.86","156.67","37.16M","0.83%"
"12/06/2022","159.87","165.30","165.73","158.19","35.19M","-3.75%"
"12/05/2022","166.10","166.79","169.95","164.72","35.01M","-1.58%"
"12/02/2022","168.76","166.59","169.33","164.45","37.14M","-1.51%"
"12/01/2022","171.35","169.99","172.65","166.35","47.10M","1.25%"
"11/30/2022","169.23","156.97","169.30","155.97","56.53M","8.21%"
"11/29/2022","156.39","158.27","159.32","155.20","29.84M","-1.19%"
"11/28/2022","158.27","160.26","163.57","157.25","30.42M","-2.72%"
"11/25/2022","162.70","163.18","164.87","161.72","16.79M","-1.51%"
"11/23/2022","165.19","160.98","165.27","160.48","42.72M","3.00%"
"11/22/2022","160.38","153.28","160.58","151.22","47.29M","4.71%"
"11/21/2022","153.17","151.47","154.77","150.80","40.47M","-0.60%"
"11/18/2022","154.09","159.66","160.02","151.20","49.21M","-1.71%"
"11/17/2022","156.77","157.15","162.66","155.35","71.09M","-1.46%"
"11/16/2022","159.10","161.62","163.62","158.73","64.95M","-4.54%"
"11/15/2022","166.66","167.21","169.98","163.82","54.59M","2.28%"
"11/14/2022","162.95","162.18","165.40","159.22","52.79M","-0.20%"
"11/11/2022","163.27","158.07","163.89","154.82","65.55M","3.66%"
"11/10/2022","157.50","148.00","157.73","145.47","70.08M","14.33%"
"11/09/2022","137.76","141.62","142.11","137.59","45.44M","-5.66%"
"11/08/2022","146.02","148.01","148.91","142.16","59.53M","2.10%"
"11/07/2022","143.01","142.28","144.12","139.54","41.01M","1.02%"
"11/04/2022","141.56","139.86","142.29","136.97","61.26M","5.48%"
"11/03/2022","134.21","130.43","137.81","129.56","50.01M","1.53%"
"11/02/2022","132.19","138.50","142.10","132.11","67.26M","-2.39%"
"11/01/2022","135.43","138.11","139.25","135.19","43.28M","0.34%"
"10/31/2022","134.97","137.78","138.38","132.97","48.63M","-2.44%"
"10/28/2022","138.34","131.04","138.50","130.61","52.10M","4.99%"
"10/27/2022","131.76","136.30","138.38","131.22","58.31M","2.17%"
"10/26/2022","128.96","128.69","133.88","127.08","53.55M","-2.75%"
"10/25/2022","132.61","126.93","133.00","126.64","50.55M","5.25%"
"10/24/2022","125.99","125.08","127.10","120.64","51.75M","1.07%"
"10/21/2022","124.66","120.98","124.98","118.87","60.95M","2.23%"
"10/20/2022","121.94","121.13","127.69","121.05","65.24M","1.19%"
"10/19/2022","120.51","118.79","123.50","118.34","52.31M","0.70%"
"10/18/2022","119.67","123.44","124.92","116.18","65.94M","0.66%"
"10/17/2022","118.88","115.18","119.48","115.17","58.08M","5.89%"
"10/14/2022","112.27","120.57","121.11","112.04","71.34M","-6.13%"
"10/13/2022","119.60","109.71","120.78","108.13","85.01M","4.00%"
"10/12/2022","115.00","115.79","117.35","113.45","49.26M","-0.74%"
"10/11/2022","115.86","115.61","118.46","112.83","66.75M","-0.72%"
"10/10/2022","116.70","120.37","121.24","114.08","69.87M","-3.36%"
"10/07/2022","120.76","125.05","126.70","120.22","67.25M","-8.03%"
"10/06/2022","131.30","132.20","136.56","131.03","64.42M","-0.60%"
"10/05/2022","132.09","129.11","133.21","126.21","50.71M","0.32%"
"10/04/2022","131.67","128.79","132.20","128.79","58.42M","5.23%"
"10/03/2022","125.12","123.47","126.78","121.05","54.75M","3.07%"
"09/30/2022","121.39","120.87","126.33","120.75","56.56M","-0.66%"
"09/29/2022","122.20","124.48","125.00","119.46","53.28M","-4.05%"
"09/28/2022","127.36","124.10","128.23","123.54","54.24M","2.60%"
"09/27/2022","124.13","125.07","127.36","122.58","55.39M","1.51%"
"09/26/2022","122.28","124.91","126.59","122.14","54.73M","-2.30%"
"09/23/2022","125.16","124.20","126.11","122.57","66.33M","-0.36%"
"09/22/2022","125.61","130.70","131.49","124.28","75.92M","-5.28%"
"09/21/2022","132.61","132.13","140.31","131.10","80.77M","0.65%"
"09/20/2022","131.76","132.15","134.83","130.57","52.48M","-1.54%"
"09/19/2022","133.82","130.12","134.63","130.10","56.97M","1.39%"
"09/16/2022","131.98","127.42","132.12","126.17","67.08M","2.08%"
"09/15/2022","129.29","130.15","132.33","127.90","52.36M","-1.52%"
"09/14/2022","131.28","132.54","132.90","129.13","58.85M","-0.02%"
"09/13/2022","131.31","138.02","139.22","130.99","71.50M","-9.47%"
"09/12/2022","145.05","143.69","145.47","141.98","48.42M","0.82%"
"09/09/2022","143.87","141.57","144.74","141.26","48.71M","2.84%"
"09/08/2022","139.90","134.59","140.08","133.69","62.49M","2.01%"
"09/07/2022","137.14","135.63","138.38","133.46","51.27M","1.85%"
"09/06/2022","134.65","137.31","137.79","133.51","53.58M","-1.33%"
"09/02/2022","136.47","141.00","141.71","135.91","74.32M","-2.08%"
"09/01/2022","139.37","142.09","143.80","132.70","117.89M","-7.67%"
"08/31/2022","150.94","153.84","155.40","149.59","57.37M","-2.42%"
"08/30/2022","154.68","159.60","160.39","151.82","53.02M","-2.11%"
"08/29/2022","158.01","160.20","163.38","157.67","49.61M","-2.82%"
"08/26/2022","162.60","178.57","179.24","162.37","76.91M","-9.23%"
"08/25/2022","179.13","168.44","179.47","168.33","77.07M","4.01%"
"08/24/2022","172.22","170.12","174.06","168.95","52.27M","0.24%"
"08/23/2022","171.81","169.88","174.65","169.70","37.00M","0.86%"
"08/22/2022","170.34","174.90","175.58","169.66","40.96M","-4.57%"
"08/19/2022","178.49","184.06","185.20","177.70","44.16M","-4.92%"
"08/18/2022","187.73","183.01","188.65","181.83","41.54M","2.39%"
"08/17/2022","183.35","185.23","186.88","181.45","44.68M","-2.88%"
"08/16/2022","188.79","189.20","191.42","185.01","45.12M","-0.80%"
"08/15/2022","190.32","187.01","191.64","186.13","45.77M","1.73%"
"08/12/2022","187.09","181.60","187.18","179.53","47.81M","4.27%"
"08/11/2022","179.42","181.31","187.07","178.76","50.93M","-0.86%"
"08/10/2022","180.97","176.98","181.18","173.17","59.74M","5.92%"
"08/09/2022","170.86","172.52","174.47","167.24","66.83M","-3.97%"
"08/08/2022","177.93","175.02","182.39","172.42","98.38M","-6.30%"
"08/05/2022","189.89","188.10","192.29","186.66","38.61M","-1.18%"
"08/04/2022","192.15","188.49","192.74","187.60","40.97M","1.70%"
"08/03/2022","188.93","181.84","189.68","181.37","41.81M","1.98%"
"08/02/2022","185.26","181.22","189.38","180.92","48.95M","0.46%"
"08/01/2022","184.41","181.82","188.46","179.90","47.65M","1.53%"
"07/29/2022","181.63","178.13","182.44","176.92","43.55M","1.00%"
"07/28/2022","179.84","179.75","181.40","174.40","47.46M","1.09%"
"07/27/2022","177.90","170.32","179.36","169.13","56.98M","7.60%"
"07/26/2022","165.33","168.89","169.19","164.78","39.79M","-2.88%"
"07/25/2022","170.24","170.19","171.24","166.49","48.07M","-1.70%"
"07/22/2022","173.19","178.93","179.67","171.37","53.67M","-4.05%"
"07/21/2022","180.50","178.85","181.44","175.45","55.70M","1.36%"
"07/20/2022","178.07","169.47","179.32","168.01","76.05M","4.80%"
"07/19/2022","169.92","164.86","171.10","161.72","70.24M","5.53%"
"07/18/2022","161.01","163.02","168.97","160.02","67.05M","2.15%"
"07/15/2022","157.62","156.59","157.82","154.45","38.59M","2.54%"
"07/14/2022","153.72","151.08","154.73","147.28","45.62M","1.37%"
"07/13/2022","151.64","145.90","153.75","144.65","52.19M","0.54%"
"07/12/2022","150.82","152.68","154.31","148.77","45.85M","-0.46%"
"07/11/2022","151.52","155.26","155.27","150.38","43.84M","-4.33%"
"07/08/2022","158.38","154.30","160.37","153.89","46.80M","-0.13%"
"07/07/2022","158.58","154.55","159.45","153.89","49.29M","4.81%"
"07/06/2022","151.30","150.10","153.19","147.89","52.91M","1.11%"
"07/05/2022","149.64","141.75","149.71","140.55","65.22M","3.04%"
"07/01/2022","145.23","148.99","150.63","143.92","57.76M","-4.20%"
"06/30/2022","151.59","153.61","155.67","148.62","68.61M","-2.46%"
"06/29/2022","155.42","158.14","158.20","151.70","48.24M","-2.75%"
"06/28/2022","159.82","169.00","172.02","159.45","46.19M","-5.26%"
"06/27/2022","168.69","173.12","173.30","166.26","42.80M","-1.50%"
"06/24/2022","171.26","165.00","171.40","163.10","47.22M","5.55%"
"06/23/2022","162.25","165.18","165.85","158.53","46.37M","-0.83%"
"06/22/2022","163.60","162.26","166.62","161.80","43.80M","-1.24%"
"06/21/2022","165.66","164.74","170.08","164.07","48.31M","4.32%"
"06/17/2022","158.80","156.48","159.95","153.28","63.03M","1.79%"
"06/16/2022","156.01","158.60","159.42","154.01","54.57M","-5.60%"
"06/15/2022","165.27","160.95","168.68","159.26","56.39M","4.36%"
"06/14/2022","158.36","157.31","160.66","154.12","46.97M","1.21%"
"06/13/2022","156.47","160.00","163.12","156.06","60.42M","-7.82%"
"06/10/2022","169.74","176.00","176.97","168.69","46.56M","-5.95%"
"06/09/2022","180.48","184.81","189.33","180.41","39.56M","-3.22%"
"06/08/2022","186.48","187.99","191.80","185.35","36.33M","-1.47%"
"06/07/2022","189.26","184.72","190.00","181.88","38.89M","0.75%"
"06/06/2022","187.86","191.39","193.37","185.64","42.24M","0.35%"
"06/03/2022","187.20","190.82","193.32","185.22","59.88M","-4.45%"
"06/02/2022","195.92","182.92","196.19","181.98","64.87M","6.94%"
"06/01/2022","183.20","187.24","190.53","181.22","54.45M","-1.89%"
"05/31/2022","186.72","189.80","192.00","183.50","66.41M","-0.74%"
"05/27/2022","188.11","181.86","188.81","181.00","73.84M","5.38%"
"05/26/2022","178.51","160.36","180.92","160.22","99.66M","5.16%"
"05/25/2022","169.75","160.20","171.11","160.00","78.11M","5.08%"
"05/24/2022","161.54","165.10","165.97","157.80","58.86M","-4.40%"
"05/23/2022","168.98","162.74","169.15","161.79","63.99M","1.22%"
"05/20/2022","166.94","173.32","174.10","157.55","73.91M","-2.51%"
"05/19/2022","171.24","169.37","176.87","167.34","62.13M","1.10%"
"05/18/2022","169.38","177.05","181.18","168.64","54.52M","-6.82%"
"05/17/2022","181.77","180.74","183.71","176.34","58.58M","5.29%"
"05/16/2022","172.64","175.09","177.88","171.06","52.14M","-2.50%"
"05/13/2022","177.06","167.88","179.28","165.93","67.04M","9.47%"
"05/12/2022","161.75","162.19","167.88","155.67","70.87M","-2.74%"
"05/11/2022","166.30","173.47","177.53","165.68","67.02M","-5.48%"
"05/10/2022","175.95","176.89","181.98","170.25","76.15M","3.81%"
"05/09/2022","169.50","180.34","182.55","168.27","64.45M","-9.24%"
"05/06/2022","186.75","187.36","195.12","179.90","63.33M","-0.90%"
"05/05/2022","188.44","198.67","199.25","185.00","62.63M","-7.33%"
"05/04/2022","203.34","199.23","204.00","187.51","64.89M","3.73%"
"05/03/2022","196.02","194.00","198.25","191.33","47.58M","0.35%"
"05/02/2022","195.33","185.40","195.74","183.91","57.20M","5.32%"
"04/29/2022","185.47","194.02","201.28","185.17","50.04M","-6.24%"
"04/28/2022","197.82","189.67","200.37","184.90","57.03M","7.42%"
"04/27/2022","184.15","185.98","191.67","182.90","49.95M","-1.99%"
"04/26/2022","187.88","197.18","197.88","186.70","65.31M","-5.60%"
"04/25/2022","199.02","192.02","199.45","190.96","64.16M","1.98%"
"04/22/2022","195.15","203.03","204.86","195.00","62.47M","-3.31%"
"04/21/2022","201.83","217.09","223.92","200.00","65.62M","-6.05%"
"04/20/2022","214.82","225.17","226.70","212.00","46.90M","-3.23%"
"04/19/2022","221.98","217.20","223.73","213.14","51.28M","1.91%"
"04/18/2022","217.83","212.00","220.88","210.79","52.57M","2.47%"
"04/14/2022","212.58","225.05","227.77","211.63","56.91M","-4.26%"
"04/13/2022","222.03","217.28","225.00","214.55","51.69M","3.25%"
"04/12/2022","215.04","225.37","227.25","212.82","66.23M","-1.88%"
"04/11/2022","219.17","222.14","223.20","216.60","57.52M","-5.20%"
"04/08/2022","231.19","239.17","239.23","230.62","52.48M","-4.50%"
"04/07/2022","242.08","244.41","247.22","234.78","55.80M","-0.82%"
"04/06/2022","244.07","249.34","253.00","240.03","70.38M","-5.88%"
"04/05/2022","259.31","272.54","273.19","258.20","43.66M","-5.22%"
"04/04/2022","273.60","267.28","275.58","266.13","39.77M","2.43%"
"04/01/2022","267.12","273.75","274.96","262.67","51.72M","-2.10%"
"03/31/2022","272.86","277.82","282.48","272.70","52.34M","-1.46%"
"03/30/2022","276.90","283.04","284.95","275.03","46.35M","-3.37%"
"03/29/2022","286.56","286.95","289.46","279.80","48.90M","1.55%"
"03/28/2022","282.19","277.55","282.50","272.06","42.55M","1.90%"
"03/25/2022","276.92","278.86","283.58","272.71","57.90M","-1.63%"
"03/24/2022","281.50","261.66","283.20","259.07","87.74M","9.82%"
"03/23/2022","256.34","261.26","266.11","255.75","50.21M","-3.36%"
"03/22/2022","265.24","267.27","272.38","260.72","54.70M","-0.79%"
"03/21/2022","267.34","265.07","271.52","259.67","59.17M","1.06%"
"03/18/2022","264.53","247.99","265.69","246.24","73.07M","6.81%"
"03/17/2022","247.66","241.20","248.42","239.06","47.19M","1.10%"
"03/16/2022","244.96","235.00","245.97","231.72","67.14M","6.63%"
"03/15/2022","229.73","215.18","230.38","213.22","49.20M","7.70%"
"03/14/2022","213.30","218.69","222.62","211.59","38.54M","-3.48%"
"03/11/2022","221.00","230.22","231.45","220.46","36.72M","-2.46%"
"03/10/2022","226.58","225.31","227.88","218.82","42.81M","-1.55%"
"03/09/2022","230.14","223.87","232.20","222.47","49.27M","6.97%"
"03/08/2022","215.14","213.09","223.73","206.50","55.75M","0.76%"
"03/07/2022","213.52","228.17","230.33","213.30","45.08M","-6.91%"
"03/04/2022","229.36","233.84","236.80","224.82","43.20M","-3.28%"
"03/03/2022","237.14","242.62","243.26","234.69","36.51M","-2.09%"
"03/02/2022","242.20","237.56","244.09","234.15","38.96M","3.16%"
"03/01/2022","234.77","242.91","243.77","231.32","41.21M","-3.72%"
"02/28/2022","243.85","239.92","246.65","237.07","47.73M","0.94%"
"02/25/2022","241.57","237.21","242.17","233.81","52.89M","1.72%"
"02/24/2022","237.48","210.15","238.00","208.90","73.58M","6.08%"
"02/23/2022","223.87","238.02","241.55","223.01","56.65M","-4.29%"
"02/22/2022","233.90","230.35","240.64","230.00","63.34M","-1.07%"
"02/18/2022","236.42","246.68","249.86","231.00","76.13M","-3.53%"
"02/17/2022","245.07","256.30","257.85","241.65","81.06M","-7.56%"
"02/16/2022","265.11","262.59","265.82","255.52","73.27M","0.06%"
"02/15/2022","264.95","249.49","265.45","247.84","70.18M","9.18%"
"02/14/2022","242.67","239.34","248.75","237.55","44.04M","1.33%"
"02/11/2022","239.49","259.16","261.52","237.73","60.55M","-7.26%"
"02/10/2022","258.24","259.95","269.25","256.00","51.32M","-3.30%"
"02/09/2022","267.05","256.22","267.25","253.53","52.43M","6.36%"
"02/08/2022","251.08","243.59","252.30","239.80","41.04M","1.54%"
"02/07/2022","247.28","243.72","251.82","242.02","37.69M","1.68%"
"02/04/2022","243.19","239.72","246.35","236.32","35.48M","1.55%"
"02/03/2022","239.48","244.58","250.77","237.80","41.02M","-5.13%"
"02/02/2022","252.42","257.94","258.17","245.53","54.34M","2.45%"
"02/01/2022","246.38","251.04","251.45","238.90","51.89M","0.62%"
"01/31/2022","244.86","231.82","245.09","230.52","56.47M","7.21%"
"01/28/2022","228.40","220.12","228.58","212.96","54.38M","4.08%"
"01/27/2022","219.44","235.68","239.95","216.75","57.34M","-3.64%"
"01/26/2022","227.72","232.40","240.57","223.00","75.60M","2.01%"
"01/25/2022","223.24","225.46","229.43","220.00","66.46M","-4.48%"
"01/24/2022","233.72","223.30","233.80","208.88","91.58M","-0.01%"
"01/21/2022","233.74","235.07","248.23","232.63","71.90M","-3.21%"
"01/20/2022","241.50","253.04","255.79","240.78","43.52M","-3.66%"
"01/19/2022","250.67","260.79","265.43","250.52","48.83M","-3.23%"
"01/18/2022","259.03","262.60","266.38","257.70","42.53M","-3.86%"
"01/14/2022","269.42","263.00","271.97","262.10","39.58M","1.38%"
"01/13/2022","265.75","283.79","284.80","264.98","53.89M","-5.09%"
"01/12/2022","279.99","280.67","285.95","276.08","38.34M","0.65%"
"01/11/2022","278.17","273.23","280.65","268.39","40.41M","1.52%"
"01/10/2022","274.00","265.81","274.69","256.44","59.47M","0.56%"
"01/07/2022","272.47","281.41","284.22","270.57","40.99M","-3.30%"
"01/06/2022","281.78","276.40","284.38","270.65","45.42M","2.08%"
"01/05/2022","276.04","289.49","294.16","275.33","49.81M","-5.76%"
"01/04/2022","292.90","302.77","304.68","283.49","52.72M","-2.76%"
"01/03/2022","301.21","298.15","307.11","297.85","39.24M","2.41%"
"12/31/2021","294.11","296.74","300.30","293.31","26.65M","-0.59%"
"12/30/2021","295.86","298.27","304.57","295.40","30.89M","-1.38%"
"12/29/2021","300.01","302.73","305.48","293.66","34.31M","-1.06%"
"12/28/2021","303.22","313.12","313.30","300.12","42.06M","-2.01%"
"12/27/2021","309.45","296.60","310.86","296.40","40.37M","4.40%"
"12/23/2021","296.40","297.55","300.59","294.31","34.30M","0.82%"
"12/22/2021","294.00","288.91","295.55","284.49","39.52M","1.12%"
"12/21/2021","290.75","283.74","291.20","274.01","52.44M","4.89%"
"12/20/2021","277.19","273.05","281.44","271.45","46.18M","-0.29%"
"12/17/2021","278.01","279.85","289.22","277.60","71.66M","-2.06%"
"12/16/2021","283.87","311.52","311.60","280.93","70.74M","-6.80%"
"12/15/2021","304.59","284.00","305.00","278.38","69.83M","7.49%"
"12/14/2021","283.37","276.99","286.78","272.50","66.70M","0.62%"
"12/13/2021","281.61","302.49","302.94","281.16","59.83M","-6.75%"
"12/10/2021","301.98","311.50","313.05","298.61","48.88M","-0.96%"
"12/09/2021","304.90","317.34","322.05","304.28","48.85M","-4.20%"
"12/08/2021","318.26","319.99","322.90","314.21","47.56M","-1.85%"
"12/07/2021","324.27","309.57","324.49","306.51","59.31M","7.96%"
"12/06/2021","300.37","298.80","302.41","280.38","65.89M","-2.14%"
"12/03/2021","306.93","320.00","321.29","301.30","54.43M","-4.46%"
"12/02/2021","321.26","312.14","324.78","310.25","47.29M","2.20%"
"12/01/2021","314.35","332.19","332.89","313.80","48.58M","-3.80%"
"11/30/2021","326.76","331.69","333.53","318.64","62.21M","-2.10%"
"11/29/2021","333.76","323.66","334.12","320.36","45.50M","5.95%"
"11/26/2021","315.03","326.00","327.10","313.50","28.31M","-3.58%"
"11/24/2021","326.74","314.61","328.55","309.28","43.52M","2.92%"
"11/23/2021","317.46","315.35","323.60","308.80","53.22M","-0.66%"
"11/22/2021","319.56","335.17","346.47","319.00","75.43M","-3.12%"
"11/19/2021","329.85","322.43","330.88","319.05","53.39M","4.14%"
"11/18/2021","316.75","323.67","327.60","313.21","78.17M","8.25%"
"11/17/2021","292.61","304.18","305.09","288.00","42.85M","-3.12%"
"11/16/2021","302.03","297.59","303.90","297.06","26.45M","0.59%"
"11/15/2021","300.25","305.52","306.44","292.47","38.49M","-1.20%"
"11/12/2021","303.90","300.10","306.80","296.30","41.31M","0.00%"
"11/11/2021","303.90","304.68","305.90","297.77","33.22M","3.16%"
"11/10/2021","294.59","293.56","308.50","287.78","63.62M","-3.91%"
"11/09/2021","306.57","322.82","323.10","299.64","64.67M","-0.48%"
"11/08/2021","308.04","301.49","311.00","299.07","50.31M","3.54%"
"11/05/2021","297.52","301.87","314.00","294.10","85.13M","-0.16%"
"11/04/2021","298.01","272.29","313.65","271.18","115.36M","12.04%"
"11/03/2021","265.98","266.70","267.84","262.35","23.99M","0.75%"
"11/02/2021","264.01","258.22","266.78","258.00","29.41M","2.22%"
"11/01/2021","258.27","256.49","258.94","252.27","26.57M","1.02%"
"10/29/2021","255.67","250.01","257.09","250.00","29.25M","2.51%"
"10/28/2021","249.41","248.78","249.50","245.23","23.42M","2.00%"
"10/27/2021","244.51","244.74","250.90","242.82","24.60M","-1.08%"
"10/26/2021","247.17","239.89","252.59","239.24","48.59M","6.70%"
"10/25/2021","231.66","229.73","233.55","227.70","23.02M","1.94%"
"10/22/2021","227.26","228.23","231.30","225.61","24.94M","0.15%"
"10/21/2021","226.92","220.97","227.11","220.83","18.76M","2.66%"
"10/20/2021","221.03","223.04","224.33","219.82","14.63M","-0.84%"
"10/19/2021","222.90","222.76","223.79","220.37","16.15M","0.31%"
"10/18/2021","222.22","217.49","222.91","216.44","18.95M","1.65%"
"10/15/2021","218.62","218.10","219.31","216.62","22.70M","0.53%"
"10/14/2021","217.46","212.88","217.55","211.22","24.36M","3.85%"
"10/13/2021","209.39","209.18","209.90","207.13","18.07M","1.30%"
"10/12/2021","206.71","208.27","210.57","205.28","16.21M","-0.12%"
"10/11/2021","206.95","205.75","210.63","205.11","16.34M","-0.65%"
"10/08/2021","208.31","211.01","212.06","207.75","15.13M","-1.16%"
"10/07/2021","210.75","210.92","213.22","209.72","25.69M","1.81%"
"10/06/2021","207.00","201.20","207.20","200.80","29.72M","1.22%"
"10/05/2021","204.51","199.50","206.48","198.54","27.93M","3.64%"
"10/04/2021","197.32","205.04","205.42","195.55","34.56M","-4.87%"
"10/01/2021","207.42","207.50","208.59","202.03","24.10M","0.13%"
"09/30/2021","207.16","207.68","210.66","206.88","22.10M","0.97%"
"09/29/2021","205.17","209.40","210.17","204.67","21.84M","-0.88%"
"09/28/2021","206.99","212.13","214.19","206.51","34.31M","-4.44%"
"09/27/2021","216.60","217.10","217.99","213.25","24.52M","-1.91%"
"09/24/2021","220.81","220.70","221.49","218.61","21.77M","-1.78%"
"09/23/2021","224.82","221.40","225.35","218.90","24.86M","2.47%"
"09/22/2021","219.41","213.65","219.60","211.96","26.87M","3.27%"
"09/21/2021","212.46","214.16","214.25","209.50","20.47M","0.63%"
"09/20/2021","211.13","211.46","214.33","206.62","34.94M","-3.59%"
"09/17/2021","219.00","223.00","223.21","218.30","29.45M","-1.54%"
"09/16/2021","222.42","221.83","222.77","219.27","15.60M","-0.44%"
"09/15/2021","223.41","223.09","223.67","219.66","16.65M","0.45%"
"09/14/2021","222.42","222.75","224.10","220.86","19.98M","0.41%"
"09/13/2021","221.52","226.84","229.64","218.58","29.75M","-1.45%"
"09/10/2021","224.78","223.48","226.26","222.70","24.84M","1.36%"
"09/09/2021","221.77","223.12","225.38","221.31","19.69M","-0.73%"
"09/08/2021","223.39","225.13","226.10","219.77","25.44M","-1.43%"
"09/07/2021","226.62","228.33","228.99","225.22","19.81M","-0.79%"
"09/03/2021","228.43","223.25","229.86","222.00","28.08M","2.00%"
"09/02/2021","223.96","225.18","225.93","222.95","18.81M","-0.20%"
"09/01/2021","224.41","224.85","226.97","223.57","20.18M","0.25%"
"08/31/2021","223.85","226.95","226.95","221.20","25.98M","-1.34%"
"08/30/2021","226.88","228.30","230.43","225.51","26.26M","0.23%"
"08/27/2021","226.36","221.84","227.22","221.67","30.47M","2.57%"
"08/26/2021","220.68","222.00","223.40","217.90","23.79M","-0.65%"
"08/25/2021","222.13","217.37","224.70","217.22","34.77M","1.93%"
"08/24/2021","217.93","217.53","219.59","215.35","29.73M","-0.75%"
"08/23/2021","219.58","209.71","219.97","209.50","57.58M","5.49%"
"08/20/2021","208.16","199.91","208.65","199.33","67.57M","5.14%"
"08/19/2021","197.98","194.94","204.95","187.62","76.66M","3.98%"
"08/18/2021","190.40","195.00","196.34","190.00","28.59M","-2.15%"
"08/17/2021","194.58","196.85","197.70","192.67","20.46M","-2.47%"
"08/16/2021","199.50","201.35","202.87","194.53","21.12M","-1.18%"
"08/13/2021","201.88","199.05","202.14","198.51","18.31M","1.42%"
"08/12/2021","199.05","198.70","200.29","196.20","15.19M","1.05%"
"08/11/2021","196.99","200.43","200.49","194.30","18.59M","-1.19%"
"08/10/2021","199.36","203.22","204.30","198.35","17.92M","-1.77%"
"08/09/2021","202.95","204.46","205.08","201.43","14.64M","-0.35%"
"08/06/2021","203.66","205.24","205.70","202.10","17.85M","-1.31%"
"08/05/2021","206.37","205.00","207.33","203.42","21.14M","1.79%"
"08/04/2021","202.74","199.90","203.18","198.28","23.13M","2.32%"
"08/03/2021","198.15","197.40","202.22","192.20","30.18M","0.33%"
"08/02/2021","197.50","197.00","199.61","193.61","21.74M","1.29%"
"07/30/2021","194.99","194.18","196.30","192.63","18.35M","-0.83%"
"07/29/2021","196.62","195.19","198.53","193.28","19.08M","0.82%"
"07/28/2021","195.03","193.19","196.46","189.95","20.22M","1.54%"
"07/27/2021","192.08","192.65","196.22","187.41","24.89M","-0.45%"
"07/26/2021","192.94","193.11","194.42","189.14","20.39M","-1.35%"
"07/23/2021","195.58","196.56","197.00","192.50","19.57M","-0.18%"
"07/22/2021","195.94","196.42","198.87","192.76","32.38M","0.95%"
"07/21/2021","194.10","188.82","195.27","187.42","37.10M","4.29%"
"07/20/2021","186.12","187.30","188.38","181.64","43.47M","-0.89%"
"07/19/2021","187.80","179.15","190.42","178.65","74.91M","3.41%"
"07/16/2021","181.61","190.30","191.57","180.73","68.82M","-4.25%"
"07/15/2021","189.66","198.12","198.47","188.59","55.06M","-4.41%"
"07/14/2021","198.41","203.58","204.18","197.53","38.01M","-2.02%"
"07/13/2021","202.50","204.01","204.61","201.14","29.07M","-1.28%"
"07/12/2021","205.13","202.40","205.33","201.88","32.20M","2.31%"
"07/09/2021","200.50","199.63","200.80","197.54","29.66M","0.74%"
"07/08/2021","199.03","198.57","201.33","197.01","50.33M","-2.30%"
"07/07/2021","203.72","208.54","208.75","203.32","41.84M","-1.58%"
"07/06/2021","206.99","207.38","208.42","203.50","44.67M","1.03%"
"07/02/2021","204.87","204.40","205.05","202.88","34.34M","1.36%"
"07/01/2021","202.12","201.25","204.56","200.19","48.01M","1.05%"
"06/30/2021","200.02","199.99","201.63","198.64","32.66M","-0.12%"
"06/29/2021","200.27","198.82","200.99","196.57","36.76M","0.21%"
"06/28/2021","199.85","193.61","200.79","193.19","49.54M","5.01%"
"06/25/2021","190.31","192.80","193.46","188.94","27.84M","-0.91%"
"06/24/2021","192.05","192.28","194.20","190.88","32.09M","0.78%"
"06/23/2021","190.57","190.08","191.53","189.08","33.24M","0.90%"
"06/22/2021","188.87","184.71","189.64","183.86","58.01M","2.49%"
"06/21/2021","184.27","184.35","185.37","178.23","67.24M","-1.13%"
"06/18/2021","186.39","187.84","193.75","185.84","96.89M","-0.10%"
"06/17/2021","186.57","177.75","188.35","177.56","80.97M","4.76%"
"06/16/2021","178.10","177.91","179.55","175.84","30.71M","0.12%"
"06/15/2021","177.88","179.15","180.16","177.28","24.30M","-1.28%"
"06/14/2021","180.19","179.06","180.40","176.63","32.14M","1.09%"
"06/11/2021","178.25","174.79","179.39","174.44","41.63M","2.30%"
"06/10/2021","174.25","173.50","174.92","171.76","28.78M","0.38%"
"06/09/2021","173.58","175.16","175.75","172.56","38.17M","-0.57%"
"06/08/2021","174.57","175.27","176.22","172.51","32.38M","-0.92%"
"06/07/2021","176.19","175.71","178.13","171.93","57.58M","0.23%"
"06/04/2021","175.78","171.13","176.61","170.96","61.71M","3.59%"
"06/03/2021","169.70","167.01","172.59","165.83","58.00M","1.14%"
"06/02/2021","167.78","162.52","169.19","162.35","59.42M","3.16%"
"06/01/2021","162.65","162.70","163.88","159.03","47.28M","0.12%"
"05/28/2021","162.45","155.01","162.77","155.01","64.45M","4.88%"
"05/27/2021","154.88","157.00","157.50","154.60","58.15M","-1.35%"
